donor_country,recipient_country,2008,2009,2010,2011,2012
ITA,GTM,0.370302,0.379739,0.067836,0.0288,0.000604
ITA,HTI,..,..,..,..,..
ITA,HND,..,..,..,..,..
ITA,JAM,..,..,..,..,..
ITA,MEX,..,..,..,..,..
ITA,MSR,..,..,..,..,..
ITA,ANT,..,..,..,..,..
ITA,NIC,..,..,..,..,..
ITA,PAN,..,..,..,..,..
ITA,KNA,..,..,..,..,..
ITA,LCA,..,..,..,..,..
ITA,VCT,..,..,..,..,..
ITA,TTO,..,..,..,..,..
ITA,TCA,..,..,..,..,..
ITA,VGB,..,..,..,..,..
ITA,ARG,0.021001,0.0492,0.199478,0.003243,..
ITA,BOL,0.020444,0.227125,0.02649,..,0.228162
ITA,BRA,0.365339,0.388955,0.019287,0.178564,..
ITA,CHL,0.017587,..,..,0.017217,..
ITA,COL,..,0.483756,..,0.020162,..
ITA,ECU,..,0.003993,0.004706,0.028906,..
ITA,GUY,..,..,..,..,..
ITA,PRY,..,..,..,..,..
ITA,PER,0.442555,0.420248,0.384876,0.026298,0.231864
ITA,SUR,..,..,..,..,..
ITA,URY,0.004485,1.121971,0.000991,0.001346,..
ITA,VEN,..,..,..,..,..
ITA,BRN,..,..,..,..,..
ITA,KHM,..,..,0.004238,0.139878,0.229871
ITA,CHN,0.131819,0.0276,0.001658,0.002819,..
ITA,IDN,..,..,..,..,..
ITA,KOR,..,..,..,..,..
ITA,PRK,..,..,..,..,..
ITA,LAO,..,..,..,..,..
ITA,MYS,..,..,..,..,..
ITA,MNG,..,..,..,..,..
ITA,PHL,..,..,..,0.006435,..
ITA,SGP,..,..,..,..,..
ITA,THA,..,..,..,..,0.114396
ITA,TLS,..,..,..,..,..
ITA,VNM,0.343807,0.252548,..,0.029951,..
ITA,AFG,..,0.929084,..,..,..
ITA,ARM,..,..,..,..,..
ITA,AZE,..,..,..,..,..
ITA,BGD,..,..,..,..,..
ITA,BTN,..,..,..,..,..
ITA,GEO,0.189688,..,..,..,..
ITA,IND,..,0.670107,..,..,0.023715
ITA,KAZ,..,..,..,..,..
ITA,KGZ,..,..,..,..,..
ITA,MDV,..,..,..,..,..
ITA,MMR,..,0.069628,..,..,..
ITA,NPL,..,..,..,..,..
ITA,PAK,..,0.121515,..,..,..
ITA,LKA,..,..,0.003974,..,0.071568
ITA,TJK,..,..,..,..,..
ITA,TKM,..,..,..,..,..
ITA,UZB,..,..,..,0.00139,..
ITA,BHR,..,..,..,..,..
ITA,IRN,..,..,..,..,..
ITA,IRQ,..,..,..,..,..
ITA,ISR,..,..,..,..,..
ITA,JOR,..,..,..,..,..
ITA,KWT,..,..,..,..,..
ITA,LBN,..,0.278513,0.019868,..,..
ITA,OMN,..,..,..,..,..
ITA,QAT,..,..,..,..,..
ITA,SAU,..,..,..,..,..
ITA,SYR,..,..,..,..,..
ITA,ARE,..,..,..,..,..
ITA,PSZ,0.112433,0.169823,3.719285,0.003894,0.003856
ITA,YEM,..,..,..,..,..
ITA,COK,..,..,..,..,..
ITA,FJI,..,..,..,..,..
ITA,PYF,..,..,..,..,..
ITA,KIR,..,..,..,..,..
ITA,MHL,..,..,..,..,..
ITA,FSM,..,..,..,..,..
ITA,NRU,..,..,..,..,..
ITA,NCL,..,..,..,..,..
ITA,NIU,..,..,..,..,..
ITA,PLW,..,..,..,..,..
ITA,PNG,..,..,..,..,..
ITA,WSM,..,..,..,..,..
ITA,SLB,..,..,..,..,..
ITA,TKL,..,..,..,..,..
ITA,TON,..,..,..,..,..
ITA,TUV,..,..,..,..,..
ITA,VUT,..,..,..,..,..
JPN,ALB,0.022635,..,..,..,..
JPN,BLR,0.069842,0.000412,0.066195,..,0.078086
JPN,BIH,0.006492,0.037291,0.469724,..,0.016998
JPN,HRV,0.015193,0.000531,0.001119,..,..
JPN,CYP,..,..,..,..,..
JPN,MKD,..,..,0.018374,..,..
JPN,MLT,..,..,..,..,..
JPN,MDA,0.000833,0.002676,0.005167,..,0.003642
JPN,MNE,..,..,..,..,..
JPN,SRB,..,0.000672,0.084363,0.095737,0.202916
JPN,SVN,..,..,..,..,..
JPN,TUR,0.16259,0.138599,0.085147,0.113307,0.176647
JPN,UKR,0.200311,0.208424,1.629385,0.670466,0.645376
JPN,DZA,..,..,..,..,..
JPN,EGY,0.924475,0.90651,1.102139,0.884429,0.911036
JPN,LBY,..,..,..,..,..
JPN,MAR,0.84131,0.64967,0.860149,1.303855,1.033515
JPN,TUN,0.377454,0.62434,0.424774,0.242363,0.371697
JPN,AGO,..,0.000856,..,..,0.001303
JPN,BEN,0.446114,0.390098,0.51089,0.585826,0.433922
JPN,BWA,0.135449,0.052686,0.236385,0.171368,0.12115
JPN,BFA,1.634231,1.083375,0.935261,0.533333,0.317705
JPN,BDI,0.038167,0.026565,0.008928,0.019507,0.002163
JPN,CMR,0.225058,0.148155,0.261137,0.151735,0.066121
JPN,CPV,..,..,0.001834,0.016602,..
JPN,CAF,..,..,..,..,..
JPN,TCD,..,..,..,0.033203,..
JPN,COM,..,0.00779,..,0.016602,..
JPN,CDZ,..,0.033477,0.004175,..,..
JPN,COG,..,..,0.001834,0.023418,..
JPN,CIV,0.031501,0.000065,0.040912,0.045575,0.036551
JPN,DJI,0.216647,0.128404,0.197745,0.397142,0.311912
JPN,GNQ,..,..,..,..,..
JPN,ERI,..,..,..,..,0.0407
JPN,ETH,1.05194,1.404872,1.798523,1.713012,1.677511
JPN,GAB,..,0.000043,0.059736,0.12285,0.064135
JPN,GMB,0.036578,0.053238,0.002641,0.014729,..
JPN,GHA,1.139126,1.09695,1.662488,2.067025,1.726647
JPN,GIN,0.539531,..,..,..,..
JPN,GNB,..,..,..,..,..
JPN,KEN,1.383175,1.132962,3.104175,2.427767,1.760884
JPN,LSO,0.057885,..,0.002641,..,0.002378
JPN,LBR,0.026297,0.01533,..,0.001491,1
JPN,MDG,0.448788,0.585077,0.566047,0.36576,0.125046
JPN,MWI,1.087985,1.307356,2.252158,1.56812,1.392108
JPN,MLI,0.047672,0.037886,0.249706,0.219684,0.077681
JPN,MRT,0.084105,0.06989,..,0.019328,0.038082
JPN,MUS,..,..,..,..,..
JPN,MOZ,0.315829,0.471082,1.17935,1.15714,1.023118
JPN,NAM,0.161301,0.265096,0.383712,0.580743,0.287692
JPN,NER,1.56842,1.47643,1.374395,0.27535,0.185829
JPN,NGA,0.116691,0.062382,0.080452,0.073402,0.057571
JPN,RWA,0.309076,0.26891,0.576866,0.765107,0.708018
JPN,STP,..,..,..,..,..
JPN,SEN,0.5667,0.639236,0.787575,1.114815,0.859574
JPN,SYC,..,..,0.015179,..,0.002605
JPN,SLE,0.830002,0.118589,0.022181,0.029037,0.050514
JPN,SOM,..,..,..,..,..
JPN,ZAF,0.246607,0.217318,0.398868,0.148995,0.285125
JPN,SHN,..,..,..,..,..
JPN,SDN,0.053157,0.08041,0.066957,0.042606,0.102811
JPN,SWZ,0.017712,0.00974,..,0.024221,0.085826
JPN,TZA,0.453788,0.620863,1.428202,2.016558,1.91192
JPN,TGO,..,..,0.027936,0.00581,0.037652
JPN,UGA,0.785343,1.230846,1.541839,1.376454,0.855248
JPN,ZMB,1.204618,1.35833,2.126699,2.122628,5.460729
JPN,ZWE,0.319598,0.010487,0.01714,0.234717,0.289223
JPN,AIA,..,..,..,..,..
JPN,ATG,..,..,0.004833,0.00395,0.003238
JPN,ABW,..,..,..,..,..
JPN,BHS,..,..,..,..,..
JPN,BRB,..,..,..,..,..
JPN,BLZ,0.584781,0.586443,0.532839,0.342661,0.041825
JPN,BMU,..,..,..,..,..
JPN,CYM,..,..,..,..,..
JPN,CRI,0.386185,0.514234,0.367207,0.341769,0.302427
JPN,CUB,0.000349,0.000596,0.001073,0.00265,0.000784
JPN,DMA,0.032867,0.115815,0.08442,0.047232,0.068473
JPN,DOM,0.802271,0.982337,0.829929,0.639365,0.599984
JPN,SLV,0.280133,0.566432,0.470716,0.249485,0.458673
JPN,GRD,..,..,0.004614,..,..
JPN,GTM,0.492905,0.518589,0.393343,0.382744,0.165277
JPN,HTI,..,..,..,0.016984,0.107453
JPN,HND,0.412182,0.341476,0.319731,0.43223,0.230134
JPN,JAM,0.321633,0.30828,0.297758,0.227481,0.270833
JPN,MEX,0.283263,1.341266,2.245963,0.353478,0.305778
JPN,MSR,..,..,..,..,..
JPN,ANT,..,..,..,..,..
JPN,NIC,0.66561,0.704219,0.760031,0.568065,0.499247
JPN,PAN,0.218799,0.168674,0.304621,0.502257,0.585717
JPN,KNA,..,..,0.002641,0.002727,..
JPN,LCA,0.130566,0.136226,0.113451,0.148881,0.133899
JPN,VCT,0.061567,0.067051,0.05022,0.053296,0.030607
JPN,TTO,..,..,..,..,..
JPN,TCA,..,..,..,..,..
JPN,VGB,..,..,..,..,..
JPN,ARG,0.702033,0.830522,0.737517,0.581698,0.454424
JPN,BOL,1.1668,0.662931,0.816169,0.955639,0.803103
JPN,BRA,2.443807,3.290914,3.604313,4.284053,3.323113
JPN,CHL,0.872433,0.537993,0.207572,0.115486,0.054764
JPN,COL,0.474611,0.432893,0.229799,0.401169,0.575283
JPN,ECU,0.741024,0.813847,0.964489,0.352128,0.192596
JPN,GUY,..,..,0.030416,0.075198,0.045
JPN,PRY,0.939154,1.105194,1.692489,1.021026,0.626987
JPN,PER,1.057851,0.200157,0.172587,0.350994,0.464378
JPN,SUR,0.013614,..,..,..,..
JPN,URY,0.192366,0.216311,0.187963,0.083531,0.135353
JPN,VEN,0.067507,0.068947,0.095492,0.13944,0.105859
JPN,BRN,..,..,..,..,..
JPN,KHM,2.179731,2.773656,3.89626,3.748917,2.845
JPN,CHN,3.569252,5.535656,5.623258,5.439614,1.263104
JPN,IDN,2.553386,2.268437,2.618049,2.3232,5.382022
JPN,KOR,..,..,..,..,..
JPN,PRK,..,..,..,..,..
JPN,LAO,1.120386,0.916596,3.30755,2.948581,4.393149
JPN,MYS,1.786172,1.860212,1.441214,1.598533,1.536302
JPN,MNG,0.972157,1.077351,2.832899,1.343557,1.356657
JPN,PHL,0.659205,0.531775,0.74935,1.190752,5.787678
JPN,SGP,..,..,..,..,..
JPN,THA,1.707115,2.01256,2.167559,1.953094,1.568475
JPN,TLS,0.054145,0.022914,0.140718,0.113753,0.218283
JPN,VNM,3.108721,2.296324,4.663362,1.760053,2.216281
JPN,AFG,0.75019,0.44338,1.288545,1.153012,2.272411
JPN,ARM,0.088921,0.005417,..,0.024692,0.001594
JPN,AZE,0.070065,0.105425,0.068906,0.088984,0.086281
JPN,BGD,0.83134,0.957613,0.76175,0.775861,6.9466
JPN,BTN,0.606776,0.479435,0.402317,0.275375,0.30784
JPN,GEO,0.003653,..,..,..,0.010889
JPN,IND,0.920348,1.551738,1.157447,1.394534,1.1663
JPN,KAZ,0.217461,0.266147,1.658312,0.531078,0.423615
JPN,KGZ,1.429666,2.84619,2.375239,0.516986,0.453273
JPN,MDV,0.491732,0.528784,0.490728,0.630471,0.564609
JPN,MMR,0.377415,0.279668,0.097488,0.035548,0.013697
JPN,NPL,0.498806,0.400987,0.464004,0.354179,0.360112
JPN,PAK,0.496935,0.113649,0.912792,0.871025,0.676476
JPN,LKA,0.884631,0.95562,0.910831,0.709963,0.61922
JPN,TJK,0.033157,..,0.045837,0.035293,0.058874
JPN,TKM,0.006666,0.006089,..,0.010371,0.012319
JPN,UZB,0.82445,1.419974,1.960777,1.794594,2.262862
JPN,BHR,..,..,..,..,..
JPN,IRN,0.143191,0.166041,0.005133,..,..
JPN,IRQ,0.01935,0.092457,0.240752,0.92581,0.003238
JPN,ISR,..,..,..,..,..
JPN,JOR,0.80292,0.873272,0.957891,0.78492,0.951331
JPN,KWT,..,..,..,..,..
JPN,LBN,0.008459,0.002318,..,..,..
JPN,OMN,0.021646,0.015168,0.015733,..,..
JPN,QAT,..,..,..,..,..
JPN,SAU,..,..,..,..,..
JPN,SYR,1.261563,1.338341,1.716826,0.675932,..
JPN,ARE,..,..,..,..,..
JPN,PSZ,0.337282,0.098123,0.012249,0.00395,0.021665
JPN,YEM,1.367411,0.379535,0.050024,0.010562,..
JPN,COK,..,..,..,0.002969,0.011408
JPN,FJI,0.655834,0.76738,0.638552,0.596312,0.635548
JPN,PYF,..,..,..,..,..
JPN,KIR,0.006976,0.086097,0.061501,0.196329,0.088596
JPN,MHL,0.164227,0.221945,0.440311,0.597344,0.390263
JPN,FSM,0.306808,0.216495,0.199798,0.177434,0.167731
JPN,NRU,..,..,..,..,..
JPN,NCL,..,..,..,..,..
JPN,NIU,..,..,..,..,0.009865
JPN,PLW,0.059678,0.08509,0.077314,0.059412,0.098182
JPN,PNG,0.206173,0.669571,0.955203,1.407415,1.136199
JPN,WSM,0.314318,0.303437,0.554155,0.846294,2.17788
JPN,SLB,0.244011,0.174611,0.217399,0.41484,0.312305
JPN,TKL,..,..,..,..,..
JPN,TON,0.622715,0.728605,0.577419,0.514539,0.489837
JPN,TUV,0.009089,..,..,..,0.011003
JPN,VUT,0.273622,0.284543,0.2686,0.305941,0.256555
KOR,ALB,..,..,..,..,..
KOR,BLR,..,..,..,..,..
KOR,BIH,..,..,..,..,..
KOR,HRV,..,..,..,..,..
KOR,CYP,..,..,..,..,..
KOR,MKD,..,..,..,..,..
KOR,MLT,..,..,..,..,..
KOR,MDA,..,..,..,0.079026,..
KOR,MNE,..,..,..,..,..
KOR,SRB,..,..,..,..,..
KOR,SVN,..,..,..,..,..
KOR,TUR,..,..,..,..,..
KOR,UKR,..,..,0.042072,..,..
KOR,DZA,..,..,..,..,..
KOR,EGY,..,..,0.106015,0.053112,0.051122
KOR,LBY,..,..,..,..,..
KOR,MAR,..,..,0.023643,0.173516,0.344089
KOR,TUN,..,..,0.162888,0.192146,0.347513
KOR,AGO,..,..,0.001438,..,..
KOR,BEN,..,..,0.001438,..,..
KOR,BWA,..,..,..,..,..
KOR,BFA,..,..,0.004315,0.002474,..
KOR,BDI,..,..,..,..,..
KOR,CMR,..,..,0.015444,0.026212,0.058845
KOR,CPV,..,..,0.001438,..,..
KOR,CAF,..,..,..,..,0.01069
KOR,TCD,..,..,..,..,..
KOR,COM,..,..,..,..,..
KOR,CDZ,..,..,..,..,..
KOR,COG,..,..,..,..,..
KOR,CIV,..,..,..,..,..
KOR,DJI,..,..,..,0.002474,..
KOR,GNQ,..,..,..,..,0.022221
KOR,ERI,..,..,..,..,..
KOR,ETH,0.083638,0.117421,0.036995,0.038316,0.022919
KOR,GAB,..,..,..,0.002474,..
KOR,GMB,..,..,..,..,..
KOR,GHA,..,..,..,0.003161,0.141234
KOR,GIN,..,..,..,..,..
KOR,GNB,..,..,..,..,..
KOR,KEN,0.150957,..,0.140639,..,0.019329
KOR,LSO,..,..,..,..,..
KOR,LBR,..,..,0.001438,..,..
KOR,MDG,..,..,..,..,..
KOR,MWI,..,..,..,..,..
KOR,MLI,..,..,0.002876,..,..
KOR,MRT,..,..,..,0.002474,..
KOR,MUS,..,..,..,..,..
KOR,MOZ,0.013603,..,..,..,..
KOR,NAM,..,..,..,0.002474,..
KOR,NER,..,..,0.001438,0.002474,..
KOR,NGA,..,..,0.016378,0.002474,0.021522
KOR,RWA,0.016876,..,0.043572,0.068996,0.105978
KOR,STP,..,..,..,..,..
KOR,SEN,..,..,0.092662,0.050366,0.234203
KOR,SYC,..,..,..,..,..
KOR,SLE,..,..,..,..,..
KOR,SOM,..,..,..,..,..
KOR,ZAF,..,..,0.002876,..,..
KOR,SHN,..,..,..,..,..
KOR,SDN,..,..,0.009968,..,..
KOR,SWZ,..,..,..,..,..
KOR,TZA,..,..,0.165587,0.390521,0.049129
KOR,TGO,..,..,0.001438,..,..
KOR,UGA,..,..,..,0.078334,0.044408
KOR,ZMB,..,..,0.002876,0.002474,..
KOR,ZWE,0.107771,..,..,0.004948,..
KOR,AIA,..,..,..,..,..
KOR,ATG,..,..,..,..,..
KOR,ABW,..,..,..,..,..
KOR,BHS,..,..,..,..,..
KOR,BRB,..,..,..,..,..
KOR,BLZ,..,..,..,..,..
KOR,BMU,..,..,..,..,..
KOR,CYM,..,..,..,..,..
KOR,CRI,..,..,..,..,..
KOR,CUB,..,..,..,..,..
KOR,DMA,..,..,..,..,..
KOR,DOM,0.070797,..,0.116676,0.319103,0.369334
KOR,SLV,..,..,..,0.019021,0.162924
KOR,GRD,..,..,..,..,..
KOR,GTM,0.060074,..,0.11346,0.000108,..
KOR,HTI,..,..,0.001438,0.002474,..
KOR,HND,..,..,..,..,..
KOR,JAM,..,..,..,..,..
KOR,MEX,0.060074,..,0.040996,..,..
KOR,MSR,..,..,..,..,..
KOR,ANT,..,..,..,..,..
KOR,NIC,..,..,..,..,..
KOR,PAN,..,..,0.0239,..,..
KOR,KNA,..,..,..,..,..
KOR,LCA,..,..,..,..,..
KOR,VCT,..,..,..,..,..
KOR,TTO,..,..,..,..,..
KOR,TCA,..,..,..,..,..
KOR,VGB,..,..,..,..,..
KOR,ARG,..,..,..,0.002474,..
KOR,BOL,..,..,..,..,0.023657
KOR,BRA,..,..,..,..,..
KOR,CHL,0.060074,..,..,..,..
KOR,COL,0.060074,..,0.086662,0.035656,0.043988
KOR,ECU,..,..,0.224903,0.262714,0.317534
KOR,GUY,..,..,..,..,..
KOR,PRY,..,..,0.23102,0.24896,0.241157
KOR,PER,0.060095,..,0.166918,0.391971,0.69269
KOR,SUR,..,..,..,..,..
KOR,URY,..,..,..,..,..
KOR,VEN,..,..,..,..,..
KOR,BRN,..,..,..,..,..
KOR,KHM,0.060074,..,0.350292,0.300481,0.542018
KOR,CHN,0.060074,..,0.078666,..,..
KOR,IDN,0.060074,..,0.36852,0.183522,0.668432
KOR,KOR,..,..,..,..,..
KOR,PRK,..,..,..,..,..
KOR,LAO,0.135237,0.055692,0.19465,0.339871,0.251343
KOR,MYS,0.060074,..,0.088385,..,..
KOR,MNG,0.081782,..,0.219397,0.672223,0.475783
KOR,PHL,0.060074,..,0.358167,0.418532,0.333741
KOR,SGP,..,..,..,..,..
KOR,THA,..,..,0.063922,0.028191,..
KOR,TLS,..,..,0.057606,..,..
KOR,VNM,0.195196,0.077551,0.486485,0.212157,0.270131
KOR,AFG,..,0.047099,0.003078,0.075129,0.12667
KOR,ARM,..,..,..,..,..
KOR,AZE,..,..,..,..,0.071054
KOR,BGD,0.060074,..,0.064021,0.137352,0.126194
KOR,BTN,..,..,..,..,..
KOR,GEO,..,..,..,..,..
KOR,IND,..,..,..,..,..
KOR,KAZ,0.060074,..,0.117391,0.11227,..
KOR,KGZ,..,..,..,0.004967,0.010658
KOR,MDV,..,..,..,..,..
KOR,MMR,..,0.004058,0.039556,0.130215,0.125823
KOR,NPL,..,..,0.123668,0.317471,0.44066
KOR,PAK,0.151034,..,0.132274,0.087779,..
KOR,LKA,0.060074,..,0.294738,0.685878,0.783113
KOR,TJK,..,..,..,..,..
KOR,TKM,..,..,..,..,..
KOR,UZB,0.060074,..,0.096593,0.062496,0.078748
KOR,BHR,..,..,..,..,..
KOR,IRN,..,..,..,..,..
KOR,IRQ,0.256269,1.25,..,0.220691,..
KOR,ISR,..,..,..,..,..
KOR,JOR,..,..,0.036425,0.068303,0.192728
KOR,KWT,..,..,..,..,..
KOR,LBN,..,..,..,..,..
KOR,OMN,..,..,0.001438,..,..
KOR,QAT,..,..,..,..,..
KOR,SAU,..,..,..,..,..
KOR,SYR,..,..,..,..,..
KOR,ARE,..,..,..,..,..
KOR,PSZ,..,..,0.008501,..,..
KOR,YEM,0.060074,..,0.064021,..,..
KOR,COK,..,..,..,..,..
KOR,FJI,..,..,..,0.079026,..
KOR,PYF,..,..,..,..,..
KOR,KIR,..,..,..,..,..
KOR,MHL,..,..,..,..,..
KOR,FSM,..,..,..,..,..
KOR,NRU,..,..,..,..,..
KOR,NCL,..,..,..,..,..
KOR,NIU,..,..,..,..,..
KOR,PLW,..,..,..,..,..
KOR,PNG,..,..,..,..,..
KOR,WSM,..,..,..,..,..
KOR,SLB,..,..,..,..,..
KOR,TKL,..,..,..,..,..
KOR,TON,..,..,..,..,..
KOR,TUV,..,..,0.001438,..,..
KOR,VUT,..,..,..,..,..
LUX,ALB,..,..,..,..,..
LUX,BLR,..,..,..,..,..
LUX,BIH,..,..,..,..,..
LUX,HRV,..,..,..,..,..
LUX,CYP,..,..,..,..,..
LUX,MKD,..,..,..,..,..
LUX,MLT,..,..,..,..,..
LUX,MDA,..,..,..,..,..
LUX,MNE,..,..,..,..,..
LUX,SRB,..,..,..,..,..
LUX,SVN,..,..,..,..,..
LUX,TUR,..,..,..,..,..
LUX,UKR,..,..,..,..,..
LUX,DZA,..,..,..,..,..
LUX,EGY,..,..,..,..,..
LUX,LBY,..,..,..,..,..
LUX,MAR,..,..,..,..,..
LUX,TUN,..,..,..,..,..
LUX,AGO,..,..,..,..,..
LUX,BEN,..,..,..,..,..
LUX,BWA,..,..,..,..,..
LUX,BFA,..,..,0.131502,0.759058,0.386978
LUX,BDI,..,..,..,..,..
LUX,CMR,..,..,..,..,..
LUX,CPV,0.288336,0.002618,0.117796,..,..
LUX,CAF,..,..,..,..,..
LUX,TCD,..,..,..,..,..
LUX,COM,..,..,..,..,..
LUX,CDZ,..,..,..,..,..
LUX,COG,..,..,..,..,..
LUX,CIV,..,..,..,..,..
LUX,DJI,..,..,..,..,..
LUX,GNQ,..,..,..,..,..
LUX,ERI,..,..,..,..,..
LUX,ETH,..,..,..,..,..
LUX,GAB,..,..,..,..,..
LUX,GMB,..,..,..,..,..
LUX,GHA,..,..,..,..,..
LUX,GIN,..,..,..,..,..
LUX,GNB,..,..,..,..,..
LUX,KEN,..,..,..,..,..
LUX,LSO,..,..,..,..,..
LUX,LBR,..,..,..,..,..
LUX,MDG,..,..,..,..,..
LUX,MWI,..,..,..,..,..
LUX,MLI,..,..,..,..,..
LUX,MRT,..,..,..,..,..
LUX,MUS,..,..,..,..,..
LUX,MOZ,..,..,..,..,..
LUX,NAM,..,..,..,..,..
LUX,NER,..,0.13092,0.039944,0.287063,0.736926
LUX,NGA,..,..,..,..,..
LUX,RWA,..,..,..,..,..
LUX,STP,..,..,..,..,..
LUX,SEN,..,..,..,..,..
LUX,SYC,..,..,..,..,..
LUX,SLE,..,..,..,..,..
LUX,SOM,..,..,..,..,..
LUX,ZAF,..,..,..,..,..
LUX,SHN,..,..,..,..,..
LUX,SDN,..,..,..,..,..
LUX,SWZ,..,..,..,..,..
LUX,TZA,..,..,..,..,..
LUX,TGO,..,..,..,..,..
LUX,UGA,..,..,..,..,..
LUX,ZMB,..,..,..,..,..
LUX,ZWE,..,..,..,..,..
LUX,AIA,..,..,..,..,..
LUX,ATG,..,..,..,..,..
LUX,ABW,..,..,..,..,..
LUX,BHS,..,..,..,..,..
LUX,BRB,..,..,..,..,..
LUX,BLZ,..,..,..,..,..
LUX,BMU,..,..,..,..,..
LUX,CYM,..,..,..,..,..
LUX,CRI,..,..,..,..,..
LUX,CUB,..,..,..,..,..
LUX,DMA,..,..,..,..,..
LUX,DOM,..,..,..,..,..
LUX,SLV,..,..,..,..,..
LUX,GRD,..,..,..,..,..
LUX,GTM,..,..,..,..,..
LUX,HTI,..,..,..,0.01127,..
LUX,HND,..,..,..,..,..
LUX,JAM,..,..,..,..,..
LUX,MEX,..,..,..,..,..
LUX,MSR,..,..,..,..,..
LUX,ANT,..,..,..,..,..
LUX,NIC,..,..,0.162651,0.667263,0.883189
LUX,PAN,..,..,..,..,..
LUX,KNA,..,..,..,..,..
LUX,LCA,..,..,..,..,..
LUX,VCT,..,..,..,..,..
LUX,TTO,..,..,..,..,..
LUX,TCA,..,..,..,..,..
LUX,VGB,..,..,..,..,..
LUX,ARG,0.030269,0.013947,0.018009,..,..
LUX,BOL,0.020738,0.068723,..,..,0.140436
LUX,BRA,..,..,..,..,..
LUX,CHL,..,..,..,..,..
LUX,COL,..,..,..,..,..
LUX,ECU,..,..,..,..,..
LUX,GUY,..,..,..,..,..
LUX,PRY,..,..,..,..,..
LUX,PER,..,..,..,..,..
LUX,SUR,..,..,..,..,..
LUX,URY,..,..,..,..,..
LUX,VEN,..,..,..,..,..
LUX,BRN,..,..,..,..,..
LUX,KHM,..,..,..,..,..
LUX,CHN,..,..,..,..,..
LUX,IDN,..,..,..,..,..
LUX,KOR,..,..,..,..,..
LUX,PRK,..,..,..,..,..
LUX,LAO,..,..,..,0.097358,0.938795
LUX,MYS,..,..,..,..,..
LUX,MNG,..,..,..,..,..
LUX,PHL,..,..,..,..,..
LUX,SGP,..,..,..,..,..
LUX,THA,..,..,..,..,..
LUX,TLS,..,..,..,..,..
LUX,VNM,..,..,..,..,..
LUX,AFG,..,..,..,..,..
LUX,ARM,..,..,..,..,..
LUX,AZE,..,..,..,..,..
LUX,BGD,..,..,..,..,..
LUX,BTN,..,..,..,..,..
LUX,GEO,..,..,..,..,..
LUX,IND,0.142937,0.13896,..,..,..
LUX,KAZ,..,..,0.056954,..,..
LUX,KGZ,..,..,..,..,..
LUX,MDV,..,..,..,..,..
LUX,MMR,..,..,..,..,..
LUX,NPL,..,..,..,..,0.034159
LUX,PAK,..,..,..,..,..
LUX,LKA,..,..,..,..,..
LUX,TJK,..,..,..,..,..
LUX,TKM,..,..,..,..,..
LUX,UZB,..,..,..,..,..
LUX,BHR,..,..,..,..,..
LUX,IRN,..,..,..,..,..
LUX,IRQ,..,..,..,..,..
LUX,ISR,..,..,..,..,..
LUX,JOR,..,..,..,..,..
LUX,KWT,..,..,..,..,..
LUX,LBN,..,..,..,..,..
LUX,OMN,..,..,..,..,..
LUX,QAT,..,..,..,..,..
LUX,SAU,..,..,..,..,..
LUX,SYR,..,..,..,..,..
LUX,ARE,..,..,..,..,..
LUX,PSZ,..,..,..,..,0.899743
LUX,YEM,..,..,..,..,..
LUX,COK,..,..,..,..,..
LUX,FJI,..,..,..,..,..
LUX,PYF,..,..,..,..,..
LUX,KIR,..,..,..,..,..
LUX,MHL,..,..,..,..,..
LUX,FSM,..,..,..,..,..
LUX,NRU,..,..,..,..,..
LUX,NCL,..,..,..,..,..
LUX,NIU,..,..,..,..,..
LUX,PLW,..,..,..,..,..
LUX,PNG,..,..,..,..,..
LUX,WSM,..,..,..,..,..
LUX,SLB,..,..,..,..,..
LUX,TKL,..,..,..,..,..
LUX,TON,..,..,..,..,..
LUX,TUV,..,..,..,..,..
LUX,VUT,..,..,..,..,..
NLD,ALB,..,..,..,..,..
NLD,BLR,..,..,..,..,..
NLD,BIH,..,..,..,..,..
NLD,HRV,..,..,..,..,..
NLD,CYP,..,..,..,..,..
NLD,MKD,..,..,..,..,..
NLD,MLT,..,..,..,..,..
NLD,MDA,..,..,..,..,..
NLD,MNE,..,..,..,..,..
NLD,SRB,..,..,..,..,..
NLD,SVN,..,..,..,..,..
NLD,TUR,..,..,..,..,..
NLD,UKR,..,..,..,..,..
NLD,DZA,..,..,..,..,..
NLD,EGY,..,..,..,..,..
NLD,LBY,..,..,..,..,..
NLD,MAR,..,..,..,..,..
NLD,TUN,..,..,..,..,..
NLD,AGO,..,..,..,..,..
NLD,BEN,8.74,..,..,0,..
NLD,BWA,..,..,..,..,..
NLD,BFA,..,..,..,..,..
NLD,BDI,..,..,..,..,..
NLD,CMR,..,..,..,..,..
NLD,CPV,..,..,..,..,..
NLD,CAF,..,..,..,..,..
NLD,TCD,..,..,..,..,..
NLD,COM,..,..,..,..,..
NLD,CDZ,..,..,..,..,..
NLD,COG,..,..,..,..,..
NLD,CIV,..,..,..,..,..
NLD,DJI,..,..,..,..,..
NLD,GNQ,..,..,..,..,..
NLD,ERI,..,..,..,..,..
NLD,ETH,28.848,..,..,..,..
NLD,GAB,..,..,..,..,..
NLD,GMB,..,..,..,..,..
NLD,GHA,..,..,..,..,..
NLD,GIN,..,..,..,..,..
NLD,GNB,..,..,..,..,..
